awareness_4,awareness_3,awareness_2,awareness_1,confidence_4,confidence_3,confidence_2,confidence_1,correct_4,correct_3,correct_2,correct_1,attention,sub_name,blocks
1,1,0,0,1,0,0,0,1,1,1,1,1,SP,3
1,0,0,1,0,0,0,1,1,1,1,1,0,SP,3
0,0,1,0,0,0,1,0,1,1,1,1,0,SP,3
0,1,0,1,0,1,0,0,1,1,1,1,1,SP,3
1,0,1,1,1,0,0,0,1,1,1,1,0,SP,3
0,1,1,0,0,0,0,0,1,1,1,1,1,SP,3
1,1,0,1,0,0,0,0,1,1,1,1,0,SP,3
1,0,1,1,0,0,0,0,1,1,1,0,0,SP,3
0,1,1,0,0,0,0,1,1,1,0,1,1,SP,3
1,0,1,1,0,0,0,0,1,0,1,1,1,SP,4
0,1,1,1,0,0,0,0,0,1,1,1,0,SP,4
1,1,1,0,0,0,0,0,1,1,1,0,1,SP,4
1,1,0,0,0,0,0,0,1,1,0,1,1,SP,4
1,0,0,0,0,0,0,0,1,0,1,0,0,SP,4
0,0,0,0,0,0,0,0,0,1,0,1,0,SP,4
0,0,0,0,0,0,0,0,1,0,1,0,1,SP,4
0,0,0,0,0,0,0,1,0,1,0,1,1,SP,4
0,0,0,0,0,0,1,0,1,0,1,0,1,SP,4
0,0,0,0,0,1,0,1,0,1,0,1,0,SP,4
0,0,0,0,1,0,1,0,1,0,1,1,0,SP,4
0,0,0,0,0,1,0,0,0,1,1,0,1,SP,4
0,0,0,0,1,0,0,0,1,1,0,1,1,SP,4
0,0,0,0,0,0,0,1,1,0,1,1,1,SP,4
0,0,0,0,0,0,1,0,0,1,1,1,1,SP,4
0,0,0,0,0,1,0,1,1,1,1,1,0,SP,4
0,0,0,0,1,0,1,1,1,1,1,0,0,SP,4
0,0,0,0,0,1,1,0,1,1,0,1,1,SP,4
0,0,0,0,1,1,0,1,1,0,1,1,0,SP,4
0,0,0,0,1,0,1,0,0,1,1,0,0,SP,4
0,0,0,0,0,1,0,1,1,1,0,0,1,SP,4
0,0,0,0,1,0,1,0,1,0,0,1,1,SP,4
0,0,0,1,0,1,0,0,0,0,1,1,1,SP,4
0,0,1,0,1,0,0,1,0,1,1,1,0,SP,4
0,1,0,0,0,0,1,1,1,1,1,0,0,SP,4
1,0,0,1,0,1,1,0,1,1,0,0,0,SP,4
0,0,1,0,1,1,0,0,1,0,0,0,1,SP,4
0,1,0,0,1,0,0,0,0,0,0,1,0,SP,4
1,0,0,0,0,0,0,0,0,0,1,0,1,SP,4
0,0,0,0,0,0,0,0,0,1,0,1,0,SP,4
0,0,0,0,0,0,0,1,1,0,1,0,0,SP,4
0,0,0,0,0,0,1,1,0,1,0,0,1,SP,4
0,0,0,1,0,1,1,0,1,0,0,0,1,SP,4
0,0,1,1,1,1,0,0,0,0,0,1,0,SP,4
0,1,1,0,1,0,0,0,0,0,1,1,0,SP,4
1,1,0,0,0,0,0,0,0,1,1,1,1,SP,4
1,0,0,0,0,0,0,1,1,1,1,1,1,SP,4
0,0,0,0,0,0,1,0,1,1,1,1,1,SP,4
0,0,0,1,0,1,0,0,1,1,1,1,0,SP,4
0,0,1,1,1,0,0,1,1,1,1,1,0,SP,4
0,1,1,0,0,0,1,0,1,1,1,1,0,SP,4
1,1,0,0,0,1,0,1,1,1,1,1,1,SP,4
1,0,0,1,1,0,1,0,1,1,1,1,1,SP,4
0,0,1,1,0,1,0,0,1,1,1,1,0,SP,4
0,1,1,1,1,0,0,0,1,1,1,1,0,SP,4
1,1,1,1,0,0,0,0,1,1,1,1,0,SP,4
0,0,1,0,0,1,0,0,0,0,1,1,1,SP,5
0,1,0,1,1,0,0,1,0,1,1,1,0,SP,5
1,0,1,0,0,0,1,0,1,1,1,0,1,SP,5
0,1,0,1,0,1,0,1,1,1,0,1,0,SP,5
1,0,1,1,1,0,1,1,1,0,1,0,0,SP,5
0,1,1,0,0,1,1,0,0,1,0,1,1,SP,5
1,1,0,1,1,1,0,1,1,0,1,1,1,SP,5
1,0,1,1,1,0,1,0,0,1,1,1,0,SP,5
0,1,1,1,0,1,0,1,1,1,1,1,0,SP,5
1,1,1,0,1,0,1,1,1,1,1,0,1,SP,5
1,1,0,1,0,1,1,0,1,1,0,1,1,SP,5
1,0,1,1,1,1,0,0,1,0,1,1,0,SP,5
0,1,1,1,1,0,0,0,0,1,1,0,0,SP,5
1,1,1,1,0,0,0,0,1,1,0,0,0,SP,5
1,1,1,1,0,0,0,0,1,0,0,1,0,SP,5
1,1,1,1,0,0,0,1,0,0,1,0,0,SP,5
1,1,1,1,0,0,1,0,0,1,0,1,1,SP,5
1,1,1,1,0,1,0,0,1,0,1,1,0,SP,5
1,1,1,1,1,0,0,0,0,1,1,1,0,SP,5
1,1,1,0,0,0,0,0,1,1,1,1,1,SP,5
1,1,0,1,0,0,0,0,1,1,1,1,0,SP,5
1,0,1,0,0,0,0,1,1,1,1,1,0,SP,5
0,1,0,0,0,0,1,1,1,1,1,0,1,SP,5
1,0,0,0,0,1,1,0,1,1,0,1,1,SP,5
0,0,0,1,1,1,0,0,1,0,1,0,0,SP,5
0,0,1,1,1,0,0,0,0,1,0,0,0,SP,5
0,1,1,1,0,0,0,0,1,0,0,1,0,SP,5
1,1,1,1,0,0,0,0,0,0,1,1,0,SP,5
1,1,1,0,0,0,0,0,0,1,1,1,1,SP,5
1,1,0,1,0,0,0,0,1,1,1,1,0,SP,5
1,0,1,1,0,0,0,0,1,1,1,1,0,SP,5
0,1,1,0,0,0,0,1,1,1,1,0,1,SP,5
1,1,0,1,0,0,1,0,1,1,0,1,0,SP,5
1,0,1,1,0,1,0,0,1,0,1,0,0,SP,5
0,1,1,0,1,0,0,0,0,1,0,0,1,SP,5
1,1,0,0,0,0,0,1,1,0,0,0,1,SP,5
1,0,0,0,0,0,1,0,0,0,0,1,0,SP,5
0,0,0,1,0,1,0,0,0,0,1,1,0,SP,5
0,0,1,0,1,0,0,0,0,1,1,0,0,SP,5
0,1,0,0,0,0,0,0,1,1,0,1,1,SP,5
1,0,0,0,0,0,0,0,1,0,1,1,1,SP,5
0,0,0,1,0,0,0,1,0,1,1,1,0,SP,5
0,0,1,0,0,0,1,0,1,1,1,1,1,SP,5
0,1,0,1,0,1,0,1,1,1,1,1,0,SP,5
1,0,1,0,1,0,1,0,1,1,1,0,0,SP,5
0,1,0,1,0,1,0,0,1,1,0,0,0,SP,5
0,1,1,0,0,1,0,0,0,1,1,1,1,SP,6
1,1,0,1,1,0,0,1,1,1,1,0,0,SP,6
1,0,1,1,0,0,1,0,1,1,0,0,0,SP,6
0,1,1,1,0,1,0,0,1,0,0,0,0,SP,6
1,1,1,1,1,0,0,0,0,0,0,1,0,SP,6
1,1,1,0,0,0,0,1,0,0,1,1,1,SP,6
1,1,0,0,0,0,1,0,0,1,1,1,1,SP,6
1,0,0,1,0,1,0,0,1,1,1,1,0,SP,6
0,0,1,0,1,0,0,0,1,1,1,1,0,SP,6
0,1,0,0,0,0,0,1,1,1,1,0,0,SP,6
1,0,0,1,0,0,1,1,1,1,0,0,1,SP,6
0,0,1,0,0,1,1,1,1,0,0,0,0,SP,6
0,1,0,1,1,1,1,0,0,0,0,1,0,SP,6
1,0,1,1,1,1,0,0,0,0,1,1,0,SP,6
0,1,1,1,1,0,0,0,0,1,1,1,1,SP,6
1,1,1,1,0,0,0,0,1,1,1,0,0,SP,6
1,1,1,0,0,0,0,1,1,1,0,0,0,SP,6
1,1,0,1,0,0,1,0,1,0,0,1,0,SP,6
1,0,1,1,0,1,0,0,0,0,1,0,1,SP,6
0,1,1,1,1,0,0,0,0,1,0,1,1,SP,6
1,1,1,1,0,0,0,1,1,0,1,1,0,SP,6
1,1,1,0,0,0,1,1,0,1,1,0,0,SP,6
1,1,0,0,0,1,1,1,1,1,0,1,1,SP,6
1,0,0,1,1,1,1,0,1,0,1,1,0,SP,6
0,0,1,1,1,1,0,1,0,1,1,0,1,SP,6
0,1,1,1,1,0,1,1,1,1,0,1,0,SP,6
1,1,1,0,0,1,1,0,1,0,1,0,0,SP,6
1,1,0,0,1,1,0,0,0,1,0,0,1,SP,6
1,0,0,0,1,0,0,1,1,0,0,0,0,SP,6
0,0,0,1,0,0,1,0,0,0,0,1,0,SP,6
0,0,1,1,0,1,0,0,0,0,1,1,0,SP,6
0,1,1,1,1,0,0,0,0,1,1,0,1,SP,6
1,1,1,1,0,0,0,1,1,1,0,0,0,SP,6
1,1,1,1,0,0,1,0,1,0,0,1,0,SP,6
1,1,1,1,0,1,0,0,0,0,1,0,0,SP,6
1,1,1,0,1,0,0,1,0,1,0,1,1,SP,6
1,1,0,0,0,0,1,0,1,0,1,0,1,SP,6
1,0,0,0,0,1,0,0,0,1,0,0,1,SP,6
0,0,0,0,1,0,0,0,1,0,0,0,0,SP,6
0,0,0,0,0,0,0,0,0,0,0,1,1,SP,6
0,0,0,0,0,0,0,0,0,0,1,1,0,SP,6
0,0,0,0,0,0,0,0,0,1,1,1,1,SP,6
0,0,0,0,0,0,0,0,1,1,1,0,1,SP,6
0,0,0,0,0,0,0,0,1,1,0,0,0,SP,6
0,0,0,0,0,0,0,1,1,0,0,0,0,SP,6
0,0,0,0,0,0,1,0,0,0,0,0,1,SP,6
0,1,1,0,0,0,1,0,0,0,0,0,1,SP,7
1,1,0,0,0,1,0,0,0,0,0,1,1,SP,7
1,0,0,0,1,0,0,1,0,0,1,0,0,SP,7
0,0,0,0,0,0,1,0,0,1,0,0,1,SP,7
0,0,0,1,0,1,0,0,1,0,0,0,0,SP,7
0,0,1,1,1,0,0,0,0,0,0,1,0,SP,7
0,1,1,1,0,0,0,0,0,0,1,1,1,SP,7
1,1,1,0,0,0,0,0,0,1,1,0,0,SP,7
1,1,0,1,0,0,0,0,1,1,0,1,0,SP,7
1,0,1,1,0,0,0,0,1,0,1,0,0,SP,7
0,1,1,1,0,0,0,1,0,1,0,1,0,SP,7
1,1,1,1,0,0,1,0,1,0,1,0,1,SP,7
1,1,1,1,0,1,0,1,0,1,0,0,0,SP,7
1,1,1,0,1,0,1,0,1,0,0,1,0,SP,7
1,1,0,1,0,1,0,0,0,0,1,0,0,SP,7
1,0,1,0,1,0,0,0,0,1,0,1,0,SP,7
0,1,0,0,0,0,0,1,1,0,1,1,1,SP,7
1,0,0,0,0,0,1,0,0,1,1,0,0,SP,7
0,0,0,0,0,1,0,1,1,1,0,1,0,SP,7
0,0,0,0,1,0,1,0,1,0,1,0,1,SP,7
0,0,0,1,0,1,0,0,0,1,0,0,0,SP,7
0,0,1,1,1,0,0,1,1,0,0,1,1,SP,7
0,1,1,0,0,0,1,1,0,0,1,0,0,SP,7
1,1,0,0,0,1,1,1,0,1,0,1,0,SP,7
1,0,0,1,1,1,1,0,1,0,1,0,0,SP,7
0,0,1,1,1,1,0,0,0,1,0,0,0,SP,7
0,1,1,1,1,0,0,0,1,0,0,0,0,SP,7
1,1,1,1,0,0,0,1,0,0,0,1,1,SP,7
1,1,1,0,0,0,1,0,0,0,1,1,1,SP,7
1,1,0,1,0,1,0,0,0,1,1,0,0,SP,7
1,0,1,0,1,0,0,0,1,1,0,1,1,SP,7
0,1,0,1,0,0,0,1,1,0,1,1,0,SP,7
1,0,1,1,0,0,1,0,0,1,1,0,0,SP,7
0,1,1,0,0,1,0,1,1,1,0,0,1,SP,7
1,1,0,1,1,0,1,1,1,0,0,0,0,SP,7
1,0,1,1,0,1,1,0,0,0,0,0,0,SP,7
0,1,1,1,1,1,0,1,0,0,0,1,0,SP,7
1,1,1,1,1,0,1,1,0,0,1,0,0,SP,7
1,1,1,0,0,1,1,0,0,1,0,0,1,SP,7
1,1,0,1,1,1,0,1,1,0,0,1,0,SP,7
1,0,1,0,1,0,1,0,0,0,1,1,1,SP,7
0,1,0,0,0,1,0,1,0,1,1,0,0,SP,7
1,0,0,1,1,0,1,0,1,1,0,1,0,SP,7
0,0,1,1,0,1,0,0,1,0,1,0,0,SP,7
0,1,1,0,1,0,0,0,0,1,0,0,1,SP,7
1,1,0,0,0,0,0,0,1,0,0,0,0,SP,7
1,0,1,0,1,1,1,0,0,1,1,1,0,SP,8
0,1,0,1,1,1,0,1,1,1,1,1,1,SP,8
1,0,1,1,1,0,1,1,1,1,1,1,0,SP,8
0,1,1,0,0,1,1,1,1,1,1,1,1,SP,8
1,1,0,1,1,1,1,0,1,1,1,1,0,SP,8
1,0,1,1,1,1,0,1,1,1,1,1,0,SP,8
0,1,1,0,1,0,1,0,1,1,1,0,1,SP,8
1,1,0,0,0,1,0,0,1,1,0,0,0,SP,8
1,0,0,0,1,0,0,0,1,0,0,0,0,SP,8
0,0,0,1,0,0,0,1,0,0,0,0,0,SP,8
0,0,1,1,0,0,1,0,0,0,0,1,0,SP,8
0,1,1,1,0,1,0,1,0,0,1,0,1,SP,8
1,1,1,1,1,0,1,0,0,1,0,1,0,SP,8
1,1,1,1,0,1,0,1,1,0,1,1,0,SP,8
1,1,1,1,1,0,1,0,0,1,1,0,0,SP,8
1,1,1,1,0,1,0,0,1,1,0,1,0,SP,8
1,1,1,1,1,0,0,0,1,0,1,1,0,SP,8
1,1,1,0,0,0,0,0,0,1,1,0,0,SP,8
1,1,0,0,0,0,0,1,1,1,0,1,1,SP,8
1,0,0,0,0,0,1,1,1,0,1,1,1,SP,8
0,0,0,0,0,1,1,1,0,1,1,0,0,SP,8
0,0,0,1,1,1,1,0,1,1,0,0,0,SP,8
0,0,1,0,1,1,0,1,1,0,0,1,1,SP,8
0,1,0,0,1,0,1,0,0,0,1,0,1,SP,8
1,0,0,1,0,1,0,1,0,1,0,0,0,SP,8
0,0,1,0,1,0,1,1,1,0,0,1,1,SP,8
0,1,0,0,0,1,1,1,0,0,1,0,0,SP,8
1,0,0,0,1,1,1,0,0,1,0,1,0,SP,8
0,0,0,0,1,1,0,0,1,0,1,1,0,SP,8
0,0,0,0,1,0,0,0,0,1,1,1,0,SP,8
0,0,0,0,0,0,0,0,1,1,1,1,1,SP,8
0,0,0,0,0,0,0,0,1,1,1,0,0,SP,8
0,0,0,1,0,0,0,0,1,1,0,1,0,SP,8
0,0,1,0,0,0,0,1,1,0,1,0,0,SP,8
0,1,0,1,0,0,1,0,0,1,0,0,0,SP,8
1,0,1,1,0,1,0,0,1,0,0,1,0,SP,8
0,1,1,1,1,0,0,0,0,0,1,0,0,SP,8
1,1,1,0,0,0,0,1,0,1,0,0,1,SP,8
1,1,0,0,0,0,1,0,1,0,0,1,0,SP,8
1,0,0,0,0,1,0,1,0,0,1,1,1,SP,8
0,0,0,1,1,0,1,0,0,1,1,0,0,SP,8
0,0,1,1,0,1,0,0,1,1,0,1,0,SP,8
0,1,1,0,1,0,0,0,1,0,1,1,0,SP,8
1,1,0,0,0,0,0,0,0,1,1,1,1,SP,8
1,0,0,0,0,0,0,0,1,1,1,0,1,SP,8
0,0,0,0,0,0,0,0,1,1,0,1,0,SP,8
0,1,1,1,0,0,0,1,0,1,0,0,1,SP,9
1,1,1,1,0,0,1,0,1,0,0,1,1,SP,9
1,1,1,1,0,1,0,0,0,0,1,1,1,SP,9
1,1,1,0,1,0,0,1,0,1,1,1,0,SP,9
1,1,0,1,0,0,1,0,1,1,1,1,0,SP,9
1,0,1,0,0,1,0,0,1,1,1,0,0,SP,9
0,1,0,0,1,0,0,1,1,1,0,0,0,SP,9
1,0,0,0,0,0,1,1,1,0,0,1,0,SP,9
0,0,0,1,0,1,1,0,0,0,1,0,0,SP,9
0,0,1,0,1,1,0,0,0,1,0,1,1,SP,9
0,1,0,1,1,0,0,0,1,0,1,0,1,SP,9
1,0,1,0,0,0,0,0,0,1,0,1,0,SP,9
0,1,0,1,0,0,0,0,1,0,1,0,1,SP,9
1,0,1,1,0,0,0,0,0,1,0,1,0,SP,9
0,1,1,0,0,0,0,0,1,0,1,1,0,SP,9
1,1,0,0,0,0,0,0,0,1,1,1,1,SP,9
1,0,0,0,0,0,0,0,1,1,1,0,1,SP,9
0,0,0,0,0,0,0,0,1,1,0,0,0,SP,9
0,0,0,0,0,0,0,0,1,0,0,1,1,SP,9
0,0,0,1,0,0,0,0,0,0,1,1,0,SP,9
0,0,1,0,0,0,0,1,0,1,1,1,0,SP,9
0,1,0,1,0,0,1,0,1,1,1,1,1,SP,9
1,0,1,1,0,1,0,1,1,1,1,1,1,SP,9
0,1,1,0,1,0,1,0,1,1,1,0,0,SP,9
1,1,0,0,0,1,0,0,1,1,0,0,0,SP,9
1,0,0,1,1,0,0,0,1,0,0,0,1,SP,9
0,0,1,0,0,0,0,0,0,0,0,1,1,SP,9
0,1,0,0,0,0,0,0,0,0,1,1,0,SP,9
1,0,0,1,0,0,0,1,0,1,1,1,1,SP,9
0,0,1,0,0,0,1,0,1,1,1,0,0,SP,9
0,1,0,0,0,1,0,0,1,1,0,1,0,SP,9
1,0,0,1,1,0,0,0,1,0,1,1,0,SP,9
0,0,1,1,0,0,0,0,0,1,1,1,0,SP,9
0,1,1,1,0,0,0,1,1,1,1,0,0,SP,9
1,1,1,0,0,0,1,0,1,1,0,0,1,SP,9
1,1,0,0,0,1,0,0,1,0,0,0,0,SP,9
1,0,0,0,1,0,0,0,0,0,0,1,0,SP,9
0,0,0,1,0,0,0,0,0,0,1,1,1,SP,9
0,0,1,0,0,0,0,0,0,1,1,1,0,SP,9
0,1,0,1,0,0,0,0,1,1,1,1,0,SP,9
1,0,1,0,0,0,0,1,1,1,1,1,1,SP,9
0,1,0,0,0,0,1,1,1,1,1,1,0,SP,9
1,0,0,0,0,1,1,0,1,1,1,1,0,SP,9
0,0,0,1,1,1,0,1,1,1,1,0,0,SP,9
0,0,1,1,1,0,1,1,1,1,0,0,1,SP,9
0,1,1,0,0,1,1,0,1,0,0,1,0,SP,9
0,1,1,1,0,0,1,1,1,0,1,1,0,SP,10
1,1,1,1,0,1,1,1,0,1,1,0,0,SP,10
1,1,1,1,1,1,1,1,1,1,0,0,1,SP,10
1,1,1,1,1,1,1,0,1,0,0,1,0,SP,10
1,1,1,1,1,1,0,1,0,0,1,1,0,SP,10
1,1,1,1,1,0,1,1,0,1,1,0,1,SP,10
1,1,1,1,0,1,1,1,1,1,0,1,0,SP,10
1,1,1,1,1,1,1,0,1,0,1,1,1,SP,10
1,1,1,1,1,1,0,0,0,1,1,1,0,SP,10
1,1,1,1,1,0,0,0,1,1,1,0,0,SP,10
1,1,1,1,0,0,0,0,1,1,0,0,1,SP,10
1,1,1,1,0,0,0,0,1,0,0,1,0,SP,10
1,1,1,1,0,0,0,0,0,0,1,1,0,SP,10
1,1,1,0,0,0,0,0,0,1,1,1,0,SP,10
1,1,0,1,0,0,0,0,1,1,1,0,0,SP,10
1,0,1,1,0,0,0,0,1,1,0,1,0,SP,10
0,1,1,1,0,0,0,0,1,0,1,1,1,SP,10
1,1,1,1,0,0,0,0,0,1,1,0,0,SP,10
1,1,1,1,0,0,0,0,1,1,0,1,0,SP,10
1,1,1,1,0,0,0,0,1,0,1,1,0,SP,10
1,1,1,0,0,0,0,1,0,1,1,1,1,SP,10
1,1,0,1,0,0,1,0,1,1,1,1,0,SP,10
1,0,1,0,0,1,0,1,1,1,1,0,0,SP,10
0,1,0,1,1,0,1,1,1,1,0,0,1,SP,10
1,0,1,0,0,1,1,0,1,0,0,0,0,SP,10
0,1,0,1,1,1,0,0,0,0,0,0,0,SP,10
1,0,1,0,1,0,0,0,0,0,0,0,0,SP,10
0,1,0,0,0,0,0,0,0,0,0,0,1,SP,10
1,0,0,0,0,0,0,1,0,0,0,1,0,SP,10
0,0,0,1,0,0,1,0,0,0,1,0,1,SP,10
0,0,1,0,0,1,0,1,0,1,0,0,0,SP,10
0,1,0,1,1,0,1,0,1,0,0,0,0,SP,10
1,0,1,0,0,1,0,0,0,0,0,1,1,SP,10
0,1,0,0,1,0,0,0,0,0,1,1,0,SP,10
1,0,0,1,0,0,0,0,0,1,1,1,0,SP,10
0,0,1,0,0,0,0,0,1,1,1,0,1,SP,10
0,1,0,0,0,0,0,1,1,1,0,0,0,SP,10
1,0,0,0,0,0,1,0,1,0,0,0,0,SP,10
0,0,0,1,0,1,0,0,0,0,0,0,1,SP,10
0,0,1,1,1,0,0,0,0,0,0,0,0,SP,10
0,1,1,0,0,0,0,0,0,0,0,0,1,SP,10
1,1,0,1,0,0,0,1,0,0,0,0,1,SP,10
1,0,1,1,0,0,1,1,0,0,0,0,0,SP,10
0,1,1,0,0,1,1,1,0,0,0,1,1,SP,10
1,1,0,0,1,1,1,0,0,0,1,1,0,SP,10
1,0,0,0,1,1,0,0,0,1,1,0,1,SP,10
0,1,1,0,0,0,0,0,1,1,0,1,1,SP,11
1,1,0,1,0,0,0,0,1,0,1,1,0,SP,11
1,0,1,0,0,0,0,0,0,1,1,1,0,SP,11
0,1,0,0,0,0,0,0,1,1,1,1,0,SP,11
1,0,0,1,0,0,0,0,1,1,1,1,1,SP,11
0,0,1,0,0,0,0,1,1,1,1,1,1,SP,11
0,1,0,0,0,0,1,0,1,1,1,1,0,SP,11
1,0,0,0,0,1,0,0,1,1,1,1,1,SP,11
0,0,0,1,1,0,0,0,1,1,1,1,0,SP,11
0,0,1,0,0,0,0,0,1,1,1,1,1,SP,11
0,1,0,1,0,0,0,1,1,1,1,0,0,SP,11
1,0,1,0,0,0,1,0,1,1,0,1,1,SP,11
0,1,0,0,0,1,0,0,1,0,1,1,0,SP,11
1,0,0,1,1,0,0,1,0,1,1,1,0,SP,11
0,0,1,0,0,0,1,0,1,1,1,1,1,SP,11
0,1,0,1,0,1,0,1,1,1,1,1,1,SP,11
1,0,1,0,1,0,1,0,1,1,1,0,0,SP,11
0,1,0,1,0,1,0,0,1,1,0,0,0,SP,11
1,0,1,1,1,0,0,0,1,0,0,0,0,SP,11
0,1,1,0,0,0,0,0,0,0,0,0,1,SP,11
1,1,0,1,0,0,0,0,0,0,0,1,1,SP,11
1,0,1,0,0,0,0,0,0,0,1,1,0,SP,11
0,1,0,0,0,0,0,1,0,1,1,0,0,SP,11
1,0,0,0,0,0,1,0,1,1,0,1,1,SP,11
0,0,0,1,0,1,0,1,1,0,1,0,0,SP,11
0,0,1,0,1,0,1,0,0,1,0,1,1,SP,11
0,1,0,0,0,1,0,0,1,0,1,0,0,SP,11
1,0,0,0,1,0,0,1,0,1,0,0,0,SP,11
0,0,0,0,0,0,1,0,1,0,0,1,0,SP,11
0,0,0,0,0,1,0,1,0,0,1,0,1,SP,11
0,0,0,1,1,0,1,1,0,1,0,1,1,SP,11
0,0,1,1,0,1,1,0,1,0,1,1,0,SP,11
0,1,1,0,1,1,0,0,0,1,1,1,1,SP,11
1,1,0,1,1,0,0,0,1,1,1,0,0,SP,11
1,0,1,1,0,0,0,1,1,1,0,0,1,SP,11
0,1,1,1,0,0,1,0,1,0,0,0,0,SP,11
1,1,1,0,0,1,0,1,0,0,0,1,1,SP,11
1,1,0,0,1,0,1,1,0,0,1,1,0,SP,11
1,0,0,0,0,1,1,1,0,1,1,0,1,SP,11
0,0,0,0,1,1,1,1,1,1,0,0,0,SP,11
0,0,0,1,1,1,1,1,1,0,0,0,1,SP,11
0,0,1,0,1,1,1,0,0,0,0,0,0,SP,11
0,1,0,0,1,1,0,1,0,0,0,1,1,SP,11
1,0,0,1,1,0,1,1,0,0,1,1,0,SP,11
0,0,1,0,0,1,1,0,0,1,1,1,0,SP,11
0,1,0,0,1,1,0,0,1,1,1,1,1,SP,11
0,0,1,0,0,0,1,0,0,0,1,0,0,WT,0
0,1,0,0,0,1,0,0,0,1,0,1,0,WT,0
1,0,0,1,1,0,0,1,1,0,1,1,1,WT,0
0,0,1,0,0,0,1,1,0,1,1,1,0,WT,0
0,1,0,0,0,1,1,0,1,1,1,0,1,WT,0
1,0,0,1,1,1,0,1,1,1,0,1,1,WT,0
0,0,1,1,1,0,1,1,1,0,1,1,1,WT,0
0,1,1,0,0,1,1,0,0,1,1,1,0,WT,0
1,1,0,1,1,1,0,1,1,1,1,1,1,WT,0
1,0,1,0,1,0,1,0,1,1,1,0,0,WT,0
0,1,0,0,0,1,0,1,1,1,0,1,1,WT,0
1,0,0,1,1,0,1,1,1,0,1,1,1,WT,0
0,0,1,1,0,1,1,0,0,1,1,1,0,WT,0
0,1,1,0,1,1,0,0,1,1,1,0,0,WT,0
1,1,0,0,1,0,0,0,1,1,0,1,0,WT,0
1,0,0,0,0,0,0,0,1,0,1,1,1,WT,0
0,0,0,1,0,0,0,1,0,1,1,1,1,WT,0
0,0,1,1,0,0,1,0,1,1,1,1,0,WT,0
0,1,1,0,0,1,0,0,1,1,1,1,0,WT,0
1,1,0,0,1,0,0,0,1,1,1,1,1,WT,0
1,0,0,0,0,0,0,0,1,1,1,1,0,WT,0
0,0,0,0,0,0,0,0,1,1,1,1,1,WT,0
0,0,0,0,0,0,0,0,1,1,1,1,1,WT,0
0,0,0,1,0,0,0,0,1,1,1,1,1,WT,0
0,0,1,1,0,0,0,1,1,1,1,1,1,WT,0
0,1,1,0,0,0,1,1,1,1,1,1,0,WT,0
1,1,0,1,0,1,1,0,1,1,1,0,1,WT,0
1,0,1,0,1,1,0,0,1,1,0,0,0,WT,0
0,1,0,0,1,0,0,0,1,0,0,1,0,WT,0
1,0,0,1,0,0,0,1,0,0,1,1,1,WT,0
0,0,1,0,0,0,1,0,0,1,1,1,0,WT,0
0,1,0,0,0,1,0,0,1,1,1,0,0,WT,0
1,0,0,0,1,0,0,1,1,1,0,1,1,WT,0
0,0,0,1,0,0,1,1,1,0,1,1,0,WT,0
0,0,1,0,0,1,1,0,0,1,1,0,1,WT,0
0,1,0,0,1,1,0,0,1,1,0,1,1,WT,0
1,0,0,1,1,0,0,1,1,0,1,1,0,WT,0
0,0,1,0,0,0,1,0,0,1,1,0,0,WT,0
0,1,0,0,0,1,0,1,1,1,0,0,1,WT,0
1,0,0,0,1,0,1,0,1,0,0,0,1,WT,0
0,0,0,1,0,1,0,1,0,0,0,1,1,WT,0
0,0,1,0,1,0,1,0,0,0,1,1,0,WT,0
0,1,0,0,0,1,0,0,0,1,1,1,0,WT,0
1,0,0,0,1,0,0,0,1,1,1,0,0,WT,0
0,0,0,0,0,0,0,1,1,1,0,1,1,WT,0
0,0,0,0,0,0,1,0,1,0,1,0,1,WT,0
0,1,1,0,0,1,1,0,0,1,1,1,0,WT,1
1,1,0,0,1,1,0,0,1,1,1,1,1,WT,1
1,0,0,0,1,0,0,1,1,1,1,0,1,WT,1
0,0,0,0,0,0,1,0,1,1,0,1,1,WT,1
0,0,0,1,0,1,0,0,1,0,1,1,1,WT,1
0,0,1,1,1,0,0,1,0,1,1,1,1,WT,1
0,1,1,0,0,0,1,0,1,1,1,0,0,WT,1
1,1,0,0,0,1,0,1,1,1,0,1,0,WT,1
1,0,0,0,1,0,1,0,1,0,1,1,1,WT,1
0,0,0,1,0,1,0,1,0,1,1,1,0,WT,1
0,0,1,1,1,0,1,1,1,1,1,1,1,WT,1
0,1,1,1,0,1,1,0,1,1,1,1,0,WT,1
1,1,1,0,1,1,0,0,1,1,1,0,0,WT,1
1,1,0,0,1,0,0,0,1,1,0,1,1,WT,1
1,0,0,1,0,0,0,1,1,0,1,1,1,WT,1
0,0,1,0,0,0,1,0,0,1,1,1,1,WT,1
0,1,0,1,0,1,0,0,1,1,1,1,1,WT,1
1,0,1,1,1,0,0,1,1,1,1,1,0,WT,1
0,1,1,1,0,0,1,0,1,1,1,1,0,WT,1
1,1,1,0,0,1,0,0,1,1,1,1,1,WT,1
1,1,0,1,1,0,0,1,1,1,1,1,1,WT,1
1,0,1,0,0,0,1,0,1,1,1,0,0,WT,1
0,1,0,1,0,1,0,0,1,1,0,1,0,WT,1
1,0,1,0,1,0,0,0,1,0,1,0,0,WT,1
0,1,0,0,0,0,0,0,0,1,0,0,1,WT,1
1,0,0,1,0,0,0,0,1,0,0,1,0,WT,1
